127.0.0.1, 2010-10-19 22:52:58, GET, /, HTTP/1.1, 303, 0.001294
10.1.39.227, 2010-11-21 18:47:58, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000436
10.1.39.227, 2010-11-21 18:47:58, GET, /js/plugins.js, HTTP/1.1, 400, 0.000275
10.1.39.227, 2010-11-21 18:47:58, GET, /js/script.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:47:58, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000271
10.1.39.227, 2010-11-21 18:47:58, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000325
10.1.39.227, 2010-11-21 18:47:58, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.010749
10.1.39.227, 2010-11-21 18:47:58, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.019787
10.1.39.227, 2010-11-21 18:47:58, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000328
10.1.39.227, 2010-11-21 18:47:58, GET, /js/plugins.js, HTTP/1.1, 400, 0.000256
10.1.39.227, 2010-11-21 18:47:58, GET, /js/script.js, HTTP/1.1, 400, 0.000259
10.1.39.227, 2010-11-21 18:47:58, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000325
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab, HTTP/1.1, 200, 0.028170
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab, HTTP/1.1, 200, 0.022875
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000288
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000285
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/css/style.css, HTTP/1.1, 200, 0.000306
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.000303
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:47:59, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000452
10.1.39.227, 2010-11-21 18:47:59, GET, /js/plugins.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:47:59, GET, /js/script.js, HTTP/1.1, 400, 0.000257
10.1.39.227, 2010-11-21 18:47:59, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000263
10.1.39.227, 2010-11-21 18:47:59, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000328
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.009697
10.1.39.227, 2010-11-21 18:47:59, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.018751
10.1.39.227, 2010-11-21 18:47:59, GET, /js/plugins.js, HTTP/1.1, 400, 0.000263
10.1.39.227, 2010-11-21 18:47:59, GET, /js/script.js, HTTP/1.1, 400, 0.000260
10.1.39.227, 2010-11-21 18:47:59, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000327
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab, HTTP/1.1, 200, 0.023159
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000292
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/handheld.css, HTTP/1.1, 200, 0.000308
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000283
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.000303
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000285
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000280
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000280
10.1.39.227, 2010-11-21 18:48:00, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000328
10.1.39.227, 2010-11-21 18:48:00, GET, /js/plugins.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:48:00, GET, /js/script.js, HTTP/1.1, 400, 0.000273
10.1.39.227, 2010-11-21 18:48:00, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000263
10.1.39.227, 2010-11-21 18:48:00, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000324
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 200, 0.000296
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 304, 0.000283
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.009724
10.1.39.227, 2010-11-21 18:48:00, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000330
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.018587
10.1.39.227, 2010-11-21 18:48:00, GET, /js/plugins.js, HTTP/1.1, 400, 0.000258
10.1.39.227, 2010-11-21 18:48:00, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000327
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/default.css, HTTP/1.1, 200, 0.000303
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000789
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001337
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.001009
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.000811
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab, HTTP/1.1, 200, 0.026161
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000280
10.1.39.227, 2010-11-21 18:48:00, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:48:00, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000326
10.1.39.227, 2010-11-21 18:48:00, GET, /js/plugins.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:48:00, GET, /js/script.js, HTTP/1.1, 400, 0.000275
10.1.39.227, 2010-11-21 18:48:00, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000281
10.1.39.227, 2010-11-21 18:48:00, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000323
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 200, 0.000298
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.010519
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.019400
10.1.39.227, 2010-11-21 18:48:01, GET, /js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000255
10.1.39.227, 2010-11-21 18:48:01, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000327
10.1.39.227, 2010-11-21 18:48:01, GET, /js/plugins.js, HTTP/1.1, 400, 0.000259
10.1.39.227, 2010-11-21 18:48:01, GET, /js/script.js, HTTP/1.1, 400, 0.000259
10.1.39.227, 2010-11-21 18:48:01, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000325
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab, HTTP/1.1, 200, 0.022702
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/css/default.css, HTTP/1.1, 200, 0.000300
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000289
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 200, 0.000302
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000279
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:48:01, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000368
10.1.39.227, 2010-11-21 18:48:01, GET, /js/plugins.js, HTTP/1.1, 400, 0.000273
10.1.39.227, 2010-11-21 18:48:01, GET, /js/script.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:48:01, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000263
10.1.39.227, 2010-11-21 18:48:01, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000324
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.010755
10.1.39.227, 2010-11-21 18:48:01, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000349
10.1.39.227, 2010-11-21 18:48:01, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.020407
10.1.39.227, 2010-11-21 18:48:01, GET, /js/plugins.js, HTTP/1.1, 400, 0.000259
10.1.39.227, 2010-11-21 18:48:01, GET, /js/script.js, HTTP/1.1, 400, 0.000257
10.1.39.227, 2010-11-21 18:48:01, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000324
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab, HTTP/1.1, 200, 0.022812
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab, HTTP/1.1, 200, 0.022786
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/css/default.css, HTTP/1.1, 200, 0.000307
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000288
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000285
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.000298
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000278
10.1.39.227, 2010-11-21 18:48:02, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000285
10.1.39.227, 2010-11-21 18:48:02, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000359
10.1.39.227, 2010-11-21 18:48:02, GET, /js/plugins.js, HTTP/1.1, 400, 0.000272
10.1.39.227, 2010-11-21 18:48:02, GET, /js/script.js, HTTP/1.1, 400, 0.000258
10.1.39.227, 2010-11-21 18:48:02, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000263
10.1.39.227, 2010-11-21 18:48:02, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000324
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.010726
10.1.39.227, 2010-11-21 18:48:03, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000357
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.023834
10.1.39.227, 2010-11-21 18:48:03, GET, /js/script.js, HTTP/1.1, 400, 0.000255
10.1.39.227, 2010-11-21 18:48:03, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000329
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab, HTTP/1.1, 200, 0.022654
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000291
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000282
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/css/style.css, HTTP/1.1, 200, 0.000303
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.000298
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000279
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:48:03, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000325
10.1.39.227, 2010-11-21 18:48:03, GET, /js/plugins.js, HTTP/1.1, 400, 0.000263
10.1.39.227, 2010-11-21 18:48:03, GET, /js/script.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:48:03, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000277
10.1.39.227, 2010-11-21 18:48:03, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000432
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 304, 0.000280
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 200, 0.000301
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.010579
10.1.39.227, 2010-11-21 18:48:03, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.019684
10.1.39.227, 2010-11-21 18:48:03, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000331
10.1.39.227, 2010-11-21 18:48:03, GET, /js/plugins.js, HTTP/1.1, 400, 0.000256
10.1.39.227, 2010-11-21 18:48:03, GET, /js/script.js, HTTP/1.1, 400, 0.000257
10.1.39.227, 2010-11-21 18:48:03, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000328
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab, HTTP/1.1, 200, 0.022829
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab, HTTP/1.1, 200, 0.022748
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/css/default.css, HTTP/1.1, 200, 0.000306
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000285
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000285
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/css/override.css, HTTP/1.1, 200, 0.000301
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 304, 0.000285
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000283
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000279
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000280
10.1.39.227, 2010-11-21 18:48:04, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000329
10.1.39.227, 2010-11-21 18:48:04, GET, /js/plugins.js, HTTP/1.1, 400, 0.000272
10.1.39.227, 2010-11-21 18:48:04, GET, /js/script.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:48:04, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000264
10.1.39.227, 2010-11-21 18:48:04, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000328
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.010754
10.1.39.227, 2010-11-21 18:48:04, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.019842
10.1.39.227, 2010-11-21 18:48:04, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000330
10.1.39.227, 2010-11-21 18:48:04, GET, /js/plugins.js, HTTP/1.1, 400, 0.000256
10.1.39.227, 2010-11-21 18:48:04, GET, /js/script.js, HTTP/1.1, 400, 0.000257
10.1.39.227, 2010-11-21 18:48:04, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000327
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab, HTTP/1.1, 200, 0.022760
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab, HTTP/1.1, 200, 0.022579
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000283
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/css/style.css, HTTP/1.1, 200, 0.000303
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000305
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.000302
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000278
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:48:05, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000326
10.1.39.227, 2010-11-21 18:48:05, GET, /js/plugins.js, HTTP/1.1, 400, 0.000270
10.1.39.227, 2010-11-21 18:48:05, GET, /js/script.js, HTTP/1.1, 400, 0.000271
10.1.39.227, 2010-11-21 18:48:05, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000262
10.1.39.227, 2010-11-21 18:48:05, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000326
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 200, 0.000300
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 304, 0.000283
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/images/bck.jpg, HTTP/1.1, 400, 0.009815
10.1.39.227, 2010-11-21 18:48:05, GET, /vlab/images/bck_head.jpg, HTTP/1.1, 400, 0.018613
10.1.39.227, 2010-11-21 18:48:05, GET, /js/plugins.js, HTTP/1.1, 400, 0.000267
10.1.39.227, 2010-11-21 18:48:05, GET, /js/script.js, HTTP/1.1, 400, 0.000259
10.1.39.227, 2010-11-21 18:48:05, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000328
10.1.39.227, 2010-11-21 18:48:10, GET, /matpar, HTTP/1.1, 303, 0.013050
10.1.39.227, 2010-11-21 18:48:10, GET, /matpar/default/user/login, HTTP/1.1, 200, 0.017412
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/default/user/login, HTTP/1.1, 200, 0.017585
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.000294
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/css/default.css, HTTP/1.1, 304, 0.000288
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/css/handheld.css, HTTP/1.1, 304, 0.000290
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/css/style.css, HTTP/1.1, 304, 0.000283
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/css/override.css, HTTP/1.1, 304, 0.000298
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/js/modernizr-1.5.min.js, HTTP/1.1, 304, 0.000283
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.012677
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/default/js/plugins.js, HTTP/1.1, 400, 0.021229
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/default/js/script.js, HTTP/1.1, 400, 0.034612
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.043404
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/default/js/profiling/config.js, HTTP/1.1, 400, 0.051455
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/css/handheld.css, HTTP/1.1, 200, 0.000304
10.1.39.227, 2010-11-21 18:48:34, GET, /matpar/static/css/override.css, HTTP/1.1, 200, 0.000333
10.1.39.227, 2010-11-21 18:48:35, GET, /matpar/static/images/bck.jpg, HTTP/1.1, 304, 0.000290
10.1.39.227, 2010-11-21 18:48:35, GET, /matpar/static/images/bck_head.jpg, HTTP/1.1, 304, 0.000493
10.1.39.227, 2010-11-21 18:48:35, GET, /matpar/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.042017
10.1.39.227, 2010-11-21 18:48:35, GET, /matpar/default/js/plugins.js, HTTP/1.1, 400, 0.010332
10.1.39.227, 2010-11-21 18:48:35, GET, /matpar/default/js/script.js, HTTP/1.1, 400, 0.010978
10.1.39.227, 2010-11-21 18:48:35, GET, /matpar/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.017300
10.1.39.227, 2010-11-21 18:48:35, GET, /matpar/default/js/profiling/config.js, HTTP/1.1, 400, 0.009730
10.1.39.227, 2010-11-21 18:48:37, POST, /matpar/default/user/login, HTTP/1.1, 303, 0.096559
10.1.39.227, 2010-11-21 18:48:37, GET, /matpar/default/index, HTTP/1.1, 200, 0.022919
10.1.39.227, 2010-11-21 18:48:37, GET, /matpar/static/css/default.css, HTTP/1.1, 304, 0.000291
10.1.39.227, 2010-11-21 18:48:37, GET, /matpar/static/css/handheld.css, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:37, GET, /matpar/static/css/style.css, HTTP/1.1, 304, 0.000280
10.1.39.227, 2010-11-21 18:48:37, GET, /matpar/static/css/override.css, HTTP/1.1, 200, 0.000313
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.012566
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/plugins.js, HTTP/1.1, 400, 0.020891
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/script.js, HTTP/1.1, 400, 0.030184
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/profiling/config.js, HTTP/1.1, 400, 0.038295
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.047357
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/static/images/bck.jpg, HTTP/1.1, 200, 0.000300
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.010026
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/plugins.js, HTTP/1.1, 400, 0.009674
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/script.js, HTTP/1.1, 400, 0.015147
10.1.39.227, 2010-11-21 18:48:38, GET, /matpar/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.009703
10.1.39.227, 2010-11-21 18:48:40, GET, /matpar/default/user/logout, HTTP/1.1, 303, 0.066210
10.1.39.227, 2010-11-21 18:48:40, GET, /matpar/default/index, HTTP/1.1, 303, 0.013596
10.1.39.227, 2010-11-21 18:48:40, GET, /matpar/default/user/login, HTTP/1.1, 200, 0.017067
10.1.39.227, 2010-11-21 18:48:46, GET, /, HTTP/1.1, 303, 0.000352
10.1.39.227, 2010-11-21 18:48:52, GET, /, HTTP/1.1, 303, 0.000368
10.1.39.227, 2010-11-21 18:48:52, GET, /welcome/default/index, HTTP/1.1, 303, 0.007900
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab, HTTP/1.1, 200, 0.027044
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000293
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/css/handheld.css, HTTP/1.1, 200, 0.000305
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000291
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000284
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.000299
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/jquery.jqplot.min.js, HTTP/1.1, 304, 0.000321
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/js/jquery-1.4.2.min.js, HTTP/1.1, 304, 0.001150
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab/static/jquery.jqplot.css, HTTP/1.1, 304, 0.000281
10.1.39.227, 2010-11-21 18:48:52, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000353
10.1.39.227, 2010-11-21 18:48:52, GET, /js/plugins.js, HTTP/1.1, 400, 0.000272
10.1.39.227, 2010-11-21 18:48:52, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000263
10.1.39.227, 2010-11-21 18:48:52, GET, /js/script.js, HTTP/1.1, 400, 0.000290
10.1.39.227, 2010-11-21 18:48:52, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000838
10.1.39.227, 2010-11-21 18:48:52, GET, /welcome/default/index, HTTP/1.1, 303, 0.012426
10.1.39.227, 2010-11-21 18:48:52, GET, /vlab, HTTP/1.1, 200, 0.023067
